identifiant,nom_categorie,type_cat,url,id_parent
ui-id-261,Hygiène et soin,PAGE_LIST,https://www.lamaison.fr/animalerie/rongeur/hygiene-et-soin.html,ui-id-228
ui-id-262,"Cage, accessoires",PAGE_LIST,https://www.lamaison.fr/animalerie/rongeur/cage-accessoires.html,ui-id-228
ui-id-229,Poisson,S_CAT,https://www.lamaison.fr/animalerie/poisson.html,ui-id-10
ui-id-263,Alimentation,PAGE_LIST,https://www.lamaison.fr/animalerie/poisson/alimentation.html,ui-id-229
ui-id-264,Aquarium et meuble,PAGE_LIST,https://www.lamaison.fr/animalerie/poisson/aquarium-et-meuble.html,ui-id-229
ui-id-265,"Filtre, chauffage et éclairage",PAGE_LIST,https://www.lamaison.fr/animalerie/poisson/filtre-chauffage-et-eclairage.html,ui-id-229
ui-id-266,Traitement de l'eau,PAGE_LIST,https://www.lamaison.fr/animalerie/poisson/traitement-de-l-eau.html,ui-id-229
ui-id-267,Hygiène et soin,PAGE_LIST,https://www.lamaison.fr/animalerie/poisson/hygiene-et-soin.html,ui-id-229
ui-id-268,"Décoration, accessoires",PAGE_LIST,https://www.lamaison.fr/animalerie/poisson/decoration-accessoires.html,ui-id-229
ui-id-230,Reptile et amphibien,S_CAT,https://www.lamaison.fr/animalerie/reptile-et-amphibien.html,ui-id-10
ui-id-269,Alimentation,PAGE_LIST,https://www.lamaison.fr/animalerie/reptile-et-amphibien/alimentation.html,ui-id-230
ui-id-270,Hygiène et soin,PAGE_LIST,https://www.lamaison.fr/animalerie/reptile-et-amphibien/hygiene-et-soin.html,ui-id-230
ui-id-271,Terrarium,PAGE_LIST,https://www.lamaison.fr/animalerie/reptile-et-amphibien/terrarium.html,ui-id-230
ui-id-272,Aménagement de l'habitat et décoration,PAGE_LIST,https://www.lamaison.fr/animalerie/reptile-et-amphibien/amenagement-de-l-habitat-et-decoration.html,ui-id-230
ui-id-231,"Basse-cour, mouton, chèvre",S_CAT,https://www.lamaison.fr/animalerie/basse-cour-mouton-chevre.html,ui-id-10
ui-id-273,Alimentation,PAGE_LIST,https://www.lamaison.fr/animalerie/basse-cour-mouton-chevre/alimentation.html,ui-id-231
ui-id-274,"Complément alimentaire, friandise",PAGE_LIST,https://www.lamaison.fr/animalerie/basse-cour-mouton-chevre/complement-alimentaire-friandise.html,ui-id-231
ui-id-275,Hygiène et soin,PAGE_LIST,https://www.lamaison.fr/animalerie/basse-cour-mouton-chevre/hygiene-et-soin.html,ui-id-231
ui-id-276,Habitat et transport,PAGE_LIST,https://www.lamaison.fr/animalerie/basse-cour-mouton-chevre/habitat-et-transport.html,ui-id-231
ui-id-277,Couveuse,PAGE_LIST,https://www.lamaison.fr/animalerie/basse-cour-mouton-chevre/couveuse.html,ui-id-231
ui-id-278,"Mangeoire, abreuvoir",PAGE_LIST,https://www.lamaison.fr/animalerie/basse-cour-mouton-chevre/mangeoire-abreuvoir.html,ui-id-231
ui-id-279,Marquage et identification,PAGE_LIST,https://www.lamaison.fr/animalerie/basse-cour-mouton-chevre/marquage-et-identification.html,ui-id-231
ui-id-280,Plumage,PAGE_LIST,https://www.lamaison.fr/animalerie/basse-cour-mouton-chevre/plumage.html,ui-id-231
ui-id-281,"Grillage, clôture",PAGE_LIST,https://www.lamaison.fr/animalerie/basse-cour-mouton-chevre/grillage-cloture.html,ui-id-231
ui-id-11,Activités de loisir,CAT,https://www.lamaison.fr/activites-de-loisir.html,
ui-id-282,Equitation,S_CAT,https://www.lamaison.fr/activites-de-loisir/equitation.html,ui-id-11
ui-id-287,Alimentation équidés,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/equitation/alimentation-equides.html,ui-id-282
ui-id-288,"Pansage, soin du cheval",PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/equitation/pansage-soin-du-cheval.html,ui-id-282
ui-id-289,Equipement du cavalier,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/equitation/equipement-du-cavalier.html,ui-id-282
ui-id-290,Equipement du cheval,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/equitation/equipement-du-cheval.html,ui-id-282
ui-id-291,Equipement de la carrière,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/equitation/equipement-de-la-carriere.html,ui-id-282
ui-id-292,Matériel d'écurie,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/equitation/materiel-d-ecurie.html,ui-id-282
ui-id-293,Matériel de prairie,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/equitation/materiel-de-prairie.html,ui-id-282
ui-id-294,Clôture,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/equitation/cloture.html,ui-id-282
ui-id-283,Apiculture,S_CAT,https://www.lamaison.fr/activites-de-loisir/apiculture.html,ui-id-11
ui-id-295,Ruche et élément,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/apiculture/ruche-et-element.html,ui-id-283
ui-id-296,Equipement au rucher,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/apiculture/equipement-au-rucher.html,ui-id-283
ui-id-297,Cire d'abeille,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/apiculture/cire-d-abeille.html,ui-id-283
ui-id-298,Miellerie,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/apiculture/miellerie.html,ui-id-283
ui-id-299,Conditionnement et emballage,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/apiculture/conditionnement-et-emballage.html,ui-id-283
ui-id-300,Vêtement de l'apiculteur,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/apiculture/vetement-de-l-apiculteur.html,ui-id-283
ui-id-284,Chasse et pêche,S_CAT,https://www.lamaison.fr/activites-de-loisir/chasse-et-peche.html,ui-id-11
ui-id-301,Equipement du chasseur,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/chasse-et-peche/equipement-du-chasseur.html,ui-id-284
ui-id-302,Pêche à pied,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/chasse-et-peche/peche-a-pied.html,ui-id-284
ui-id-303,Pêche en mer,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/chasse-et-peche/peche-en-mer.html,ui-id-284
ui-id-304,Pêche en eau douce,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/chasse-et-peche/peche-en-eau-douce.html,ui-id-284
ui-id-305,Equipement du pêcheur,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/chasse-et-peche/equipement-du-pecheur.html,ui-id-284
ui-id-285,Outdoor,S_CAT,https://www.lamaison.fr/activites-de-loisir/outdoor.html,ui-id-11
ui-id-306,Météorologie,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/outdoor/meteorologie.html,ui-id-285
ui-id-307,"Observation, orientation",PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/outdoor/observation-orientation.html,ui-id-285
ui-id-308,"Bivouac, pique-nique",PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/outdoor/bivouac-pique-nique.html,ui-id-285
ui-id-309,Coutellerie,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/outdoor/coutellerie.html,ui-id-285
ui-id-286,Jouet et jeu,S_CAT,https://www.lamaison.fr/activites-de-loisir/jouet-et-jeu.html,ui-id-11
ui-id-310,Jouet miniature,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/jouet-et-jeu/jouet-miniature.html,ui-id-286
ui-id-311,Jouet à pédale,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/jouet-et-jeu/jouet-a-pedale.html,ui-id-286
ui-id-312,Jeu plein air,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/jouet-et-jeu/jeu-plein-air.html,ui-id-286
ui-id-313,Jeu de société,PAGE_LIST,https://www.lamaison.fr/activites-de-loisir/jouet-et-jeu/jeu-de-societe.html,ui-id-286
ui-id-12,Habillement et protection,CAT,https://www.lamaison.fr/habillement-et-protection.html,
ui-id-314,Vêtement,S_CAT,https://www.lamaison.fr/habillement-et-protection/vetement.html,ui-id-12
ui-id-316,Vêtement de travail,PAGE_LIST,https://www.lamaison.fr/habillement-et-protection/vetement/vetement-de-travail.html,ui-id-314
ui-id-317,Vêtements de pluie,PAGE_LIST,https://www.lamaison.fr/habillement-et-protection/vetement/vetements-de-pluie.html,ui-id-314
ui-id-318,EPI équipement de protection,PAGE_LIST,https://www.lamaison.fr/habillement-et-protection/vetement/epi-equipement-de-protection.html,ui-id-314
ui-id-319,Gant,PAGE_LIST,https://www.lamaison.fr/habillement-et-protection/vetement/gant.html,ui-id-314
ui-id-320,"Bonnet, casquette, chapeau",PAGE_LIST,https://www.lamaison.fr/habillement-et-protection/vetement/bonnet-casquette-chapeau.html,ui-id-314
ui-id-315,Chaussant,S_CAT,https://www.lamaison.fr/habillement-et-protection/chaussant.html,ui-id-12
ui-id-321,Chaussette,PAGE_LIST,https://www.lamaison.fr/habillement-et-protection/chaussant/chaussette.html,ui-id-315
ui-id-322,Chaussure,PAGE_LIST,https://www.lamaison.fr/habillement-et-protection/chaussant/chaussure.html,ui-id-315
ui-id-323,Botte,PAGE_LIST,https://www.lamaison.fr/habillement-et-protection/chaussant/botte.html,ui-id-315
ui-id-324,Cordonnerie,PAGE_LIST,https://www.lamaison.fr/habillement-et-protection/chaussant/cordonnerie.html,ui-id-315
ui-id-325,"Sabot, pantoufle",PAGE_LIST,https://www.lamaison.fr/habillement-et-protection/chaussant/sabot-pantoufle.html,ui-id-315
ui-id-13,Cuisine et cave,CAT,https://www.lamaison.fr/cuisine-et-cave.html,
ui-id-326,Cuisine et épicerie,S_CAT,https://www.lamaison.fr/cuisine-et-cave/cuisine-et-epicerie.html,ui-id-13
ui-id-329,Cuisson,PAGE_LIST,https://www.lamaison.fr/cuisine-et-cave/cuisine-et-epicerie/cuisson.html,ui-id-326
ui-id-330,"Préparation culinaire, ustensile",PAGE_LIST,https://www.lamaison.fr/cuisine-et-cave/cuisine-et-epicerie/preparation-culinaire-ustensile.html,ui-id-326
ui-id-331,"Epicerie, confiserie",PAGE_LIST,https://www.lamaison.fr/cuisine-et-cave/cuisine-et-epicerie/epicerie-confiserie.html,ui-id-326
ui-id-327,Conservation,S_CAT,https://www.lamaison.fr/cuisine-et-cave/conservation.html,ui-id-13
ui-id-332,"Bocal, boîte, terrine",PAGE_LIST,https://www.lamaison.fr/cuisine-et-cave/conservation/bocal-boite-terrine.html,ui-id-327
ui-id-333,"Stérilisation, conservation",PAGE_LIST,https://www.lamaison.fr/cuisine-et-cave/conservation/sterilisation-conservation.html,ui-id-327
ui-id-334,Emballage alimentaire,PAGE_LIST,https://www.lamaison.fr/cuisine-et-cave/conservation/emballage-alimentaire.html,ui-id-327
ui-id-328,Cave et mise en bouteille,S_CAT,https://www.lamaison.fr/cuisine-et-cave/cave-et-mise-en-bouteille.html,ui-id-13
ui-id-335,Cave,PAGE_LIST,https://www.lamaison.fr/cuisine-et-cave/cave-et-mise-en-bouteille/cave.html,ui-id-328
ui-id-336,Mise en bouteille,PAGE_LIST,https://www.lamaison.fr/cuisine-et-cave/cave-et-mise-en-bouteille/mise-en-bouteille.html,ui-id-328
ui-id-14,Boutique décoration et cadeau,CAT,https://www.lamaison.fr/boutique-decoration-et-cadeau.html,
ui-id-337,Boutique cadeau,S_CAT,https://www.lamaison.fr/boutique-decoration-et-cadeau/boutique-cadeau.html,ui-id-14
ui-id-342,Objet de décoration à poser,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/boutique-cadeau/objet-de-decoration-a-poser.html,ui-id-337
ui-id-343,Décoration murale,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/boutique-cadeau/decoration-murale.html,ui-id-337
ui-id-344,Décoration florale,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/boutique-cadeau/decoration-florale.html,ui-id-337
ui-id-345,"Coussin, plaid",PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/boutique-cadeau/coussin-plaid.html,ui-id-337
ui-id-346,Mobilier,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/boutique-cadeau/mobilier.html,ui-id-337
ui-id-347,"Bougie, senteur",PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/boutique-cadeau/bougie-senteur.html,ui-id-337
ui-id-348,Bien-être,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/boutique-cadeau/bien-etre.html,ui-id-337
ui-id-349,Décoration de Noël,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/boutique-cadeau/decoration-de-noel.html,ui-id-337
ui-id-338,Plante d'intérieur,S_CAT,https://www.lamaison.fr/boutique-decoration-et-cadeau/plante-d-interieur.html,ui-id-14
ui-id-350,Plante verte,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/plante-d-interieur/plante-verte.html,ui-id-338
ui-id-351,Terrarium,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/plante-d-interieur/terrarium.html,ui-id-338
ui-id-352,"Plante fleurie, composition",PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/plante-d-interieur/plante-fleurie-composition.html,ui-id-338
ui-id-353,"Fleur séchée, stabilisée",PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/plante-d-interieur/fleur-sechee-stabilisee.html,ui-id-338
ui-id-354,Plante artificielle décoration,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/plante-d-interieur/plante-artificielle-decoration.html,ui-id-338
ui-id-339,Pot et contenant intérieur,S_CAT,https://www.lamaison.fr/boutique-decoration-et-cadeau/pot-et-contenant-interieur.html,ui-id-14
ui-id-355,"Pot, cache pot",PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/pot-et-contenant-interieur/pot-cache-pot.html,ui-id-339
ui-id-356,Contenant à réserve d'eau,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/pot-et-contenant-interieur/contenant-a-reserve-d-eau.html,ui-id-339
ui-id-357,Accessoires,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/pot-et-contenant-interieur/accessoires.html,ui-id-339
ui-id-358,"Vase, pot",PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/pot-et-contenant-interieur/vase-pot.html,ui-id-339
ui-id-359,"Support contenant, accessoires",PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/pot-et-contenant-interieur/support-contenant-accessoires.html,ui-id-339
ui-id-340,Librairie et multimédia,S_CAT,https://www.lamaison.fr/boutique-decoration-et-cadeau/librairie-et-multimedia.html,ui-id-14
ui-id-360,Livre,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/librairie-et-multimedia/livre.html,ui-id-340
ui-id-361,Calendrier,PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/librairie-et-multimedia/calendrier.html,ui-id-340
ui-id-341,Papeterie et beaux arts,S_CAT,https://www.lamaison.fr/boutique-decoration-et-cadeau/papeterie-et-beaux-arts.html,ui-id-14
ui-id-362,"Papeterie, beaux arts",PAGE_LIST,https://www.lamaison.fr/boutique-decoration-et-cadeau/papeterie-et-beaux-arts/papeterie-beaux-arts.html,ui-id-341
ui-id-15,Accessoires Auto et vélo,CAT,https://www.lamaison.fr/accessoires-auto-et-velo.html,
ui-id-363,Auto,S_CAT,https://www.lamaison.fr/accessoires-auto-et-velo/auto.html,ui-id-15
ui-id-365,Batterie,PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/auto/batterie.html,ui-id-363
ui-id-366,"Huile, filtration",PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/auto/huile-filtration.html,ui-id-363
ui-id-367,Pneu,PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/auto/pneu.html,ui-id-363
ui-id-368,Remorque,PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/auto/remorque.html,ui-id-363
ui-id-369,"Signalisation, éclairage",PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/auto/signalisation-eclairage.html,ui-id-363
ui-id-370,Entretien,PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/auto/entretien.html,ui-id-363
ui-id-371,Equipement habitacle,PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/auto/equipement-habitacle.html,ui-id-363
ui-id-372,Outillage du mécanicien,PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/auto/outillage-du-mecanicien.html,ui-id-363
ui-id-364,Vélo,S_CAT,https://www.lamaison.fr/accessoires-auto-et-velo/velo.html,ui-id-15
ui-id-373,"Pneu, chambre à air",PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/velo/pneu-chambre-a-air.html,ui-id-364
ui-id-374,"Entretien, réparation",PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/velo/entretien-reparation.html,ui-id-364
ui-id-375,Equipement du vélo,PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/velo/equipement-du-velo.html,ui-id-364
ui-id-376,Accessoire du cycliste,PAGE_LIST,https://www.lamaison.fr/accessoires-auto-et-velo/velo/accessoire-du-cycliste.html,ui-id-364
ui-id-16,Chalet,CAT,https://www.lamaison.fr/chalet-3.html,
ui-id-377,Sélection cadeaux,S_CAT,https://www.lamaison.fr/chalet/selection-cadeaux-3.html,ui-id-16
ui-id-378,Idées cadeaux,PAGE_LIST,https://www.lamaison.fr/chalet/selection-cadeaux/idees-cadeaux-3.html,ui-id-377
ui-id-379,Culinaire,PAGE_LIST,https://www.lamaison.fr/chalet/selection-cadeaux/culinaire-3.html,ui-id-377
ui-id-380,Electroportatif,PAGE_LIST,https://www.lamaison.fr/chalet/selection-cadeaux/electroportatif-3.html,ui-id-377
ui-id-381,Jouets,PAGE_LIST,https://www.lamaison.fr/chalet/selection-cadeaux/jouets-3.html,ui-id-377
ui-id-385,Les Bonnes affair€s,PAGE_LIST,https://www.lamaison.fr/les-bonnes-affaires.html,
